STABR,LIBNAME,ADDRESS,CITY,ZIP,CNTY,C_OUT_TY,HOURS,LONGITUD,LATITUDE
ME,NEW PORTLAND COMMUNITY LIBRARY,899 RIVER ROAD,NEW PORTLAND,4961,SOMERSET,CE,728,-70.0282228,44.9006498
ME,SEARSMONT TOWN LIBRARY,37 MAIN ST. SOUTH,SEARSMONT,4973,WALDO,CE,976,-69.1970266,44.3586419
ME,CUSHING PUBLIC LIBRARY,39 CROSS ROAD,CUSHING,4563,KNOX,CE,1040,-69.2499193,44.0207257
ME,NORTH GORHAM PUBLIC LIBRARY,2 STANDISH NECK ROAD,GORHAM,4038,CUMBERLAND,CE,624,-70.4551634,43.798718
ME,GIBBS LIBRARY,40 OLD UNION ROAD,WASHINGTON,4574,KNOX,CE,885,-69.363874,44.2732549
ME,PEAVEY MEMORIAL LIBRARY,26 WATER STREET,EASTPORT,4631,WASHINGTON,CE,1835,-66.9850473,44.9034718
ME,BERWICK PUBLIC LIBRARY,103 OLD PINE HILL ROAD NORTH,BERWICK,3901,YORK,CE,1976,-70.8596725,43.2776643
ME,LONG ISLAND COMMUNITY LIBRARY,7 GORHAM AVENUE,LONG ISLAND,4050,CUMBERLAND,CE,418,-70.1620278,43.6849503
ME,RAYMOND VILLAGE LIBRARY,3 MEADOW RD,RAYMOND,4071,CUMBERLAND,CE,1924,-70.4687552,43.9019128
ME,STRONG PUBLIC LIBRARY,14 SOUTH MAIN ST.,STRONG,4983,FRANKLIN,CE,700,-70.2205381,44.8063742
ME,BRISTOL AREA LIBRARY,619 OLD COUNTY ROAD,PEMAQUID,4558,LINCOLN,CE,1352,-69.5046871,43.9048246
ME,ALBERT CHURCH BROWN MEMORIAL LIBRARY,37 MAIN STREET,CHINA,4358,KENNEBEC,CE,624,-69.5166221,44.4815136
ME,MEXICO FREE PUBLIC LIBRARY,15 RECREATION DRIVE,MEXICO,4257,OXFORD,CE,1173,-70.541058,44.5561855
ME,NORTH HAVEN PUBLIC LIBRARY,33 MAIN STREET,NORTH HAVEN,4853,KNOX,CE,428,-68.8736499,44.1276701
ME,WELD FREE PUBLIC LIBRARY,25 CHURCH STREET,WELD,4285,FRANKLIN,CE,520,-70.4222759,44.6995818
ME,LIMERICK PUBLIC LIBRARY,55 WASHINGTON STREET,LIMERICK,4048,YORK,CE,1508,-70.7920247,43.6912315
ME,MILDRED STEVENS WILLIAMS MEMORIAL LIBRARY,2916 SENNEBEC ROAD,APPLETON,4862,KNOX,CE,673,-69.2487119,44.2883887
ME,BREMEN PUBLIC LIBRARY,204 WALDOBORO RD,BREMEN,4551,LINCOLN,CE,1404,-69.4147836,44.0377124
ME,BROWN MEMORIAL LIBRARY - CLINTON,53 RAILROAD STREET,CLINTON,4927,KENNEBEC,CE,1664,-69.5033622,44.6388549
ME,LINCOLN MEMORIAL LIBRARY - DENNYSVILLE,17 KING STREET,DENNYSVILLE,4628,WASHINGTON,CE,416,-67.2295379,44.9040184
ME,UNDERWOOD MEMORIAL LIBRARY,2006 MAIN STREET,FAYETTE,4349,KENNEBEC,CE,624,-70.0370901,44.4072925
ME,WALDO PEIRCE READING ROOM,11A MAIN ROAD SOUTH,FRANKFORT,4438,WALDO,CE,658,-68.8745105,44.6083673
ME,JULIA ADAMS MORSE MEMORIAL LIBRARY,105 MAIN STREET,GREENE,4236,ANDROSCOGGIN,CE,1716,-70.1431421,44.1893289
ME,CASE MEMORIAL LIBRARY,911 STETSON ROAD,KENDUSKEAG,4450,PENOBSCOT,CE,624,-68.9325736,44.919272
ME,MARTHA SAWYER COMMUNITY LIBRARY,53 UPPER GUINEA ROAD,LEBANON,4027,YORK,CE,1000,-70.9086605,43.4027383
ME,CLIFF ISLAND LIBRARY,119 SUNSET ROAD,CLIFF ISLAND,4019,CUMBERLAND,CE,80,-70.1056269,43.6977354
ME,ISAAC F. UMBERHINE PUBLIC LIBRARY,86 MAIN STREET,RICHMOND,4357,SAGADAHOC,CE,1040,-69.8048431,44.0884441
ME,SOUTHPORT MEMORIAL LIBRARY,1032 HENDRICKS HILL ROAD,SOUTHPORT,4576,LINCOLN,CE,1306,-69.6565427,43.7892165
ME,WARREN FREE PUBLIC LIBRARY,282 MAIN STREET,WARREN,4864,KNOX,CE,1664,-69.2425164,44.1203669
ME,WATERFORD LIBRARY ASSOCIATION,663 WATERFORD ROAD,WATERFORD,4088,OXFORD,CE,780,-70.7161996,44.1801966
ME,OGUNQUIT MEMORIAL LIBRARY,166 SHORE ROAD,OGUNQUIT,3907,YORK,CE,1668,-70.5964707,43.2440303
ME,CAPE PORPOISE LIBRARY,173 MAIN STREET,KENNEBUNKPORT,4046,YORK,CE,624,-70.438213,43.3723034
ME,HOPE LIBRARY,443 CAMDEN ROAD,HOPE,4847,KNOX,CE,520,-69.1581396,44.2646645
ME,IVAN O. DAVIS-LIBERTY LIBRARY,59 MAIN STREET,LIBERTY,4949,WALDO,CE,1612,-69.3072871,44.3925435
ME,BRIDGE ACADEMY PUBLIC LIBRARY,44 MIDDLE ROAD,DRESDEN,4342,LINCOLN,CE,936,-69.7264413,44.10505
ME,MONHEGAN MEMORIAL LIBRARY,1 LIBRARY LANE,MONHEGAN,4852,LINCOLN,CE,440,-69.3186457,43.7655279
ME,COMMUNITY LIBRARY,10 JOHN STREET,LYMAN,4002,YORK,CE,1820,-70.5830004,43.5076501
ME,MONROE COMMUNITY LIBRARY,8 SWAN LAKE AVENUE,MONROE,4951,WALDO,CE,520,-69.0179628,44.6142759
ME,GREAT CRANBERRY LIBRARY,251 CRANBERRY ROAD,CRANBERRY ISLES,4625,HANCOCK,CE,720,-68.2654874,44.2495583
ME,FRENCHBORO PUBLIC LIBRARY,21 HIGH ROAD,FRENCHBORO,4635,HANCOCK,CE,100,-68.3597235,44.11818
ME,SWANS ISLAND PUBLIC LIBRARY,451 ATLANTIC ROAD,SWAN'S ISLAND,4685,HANCOCK,CE,780,-68.4115054,44.1713709
ME,CUNDY`S HARBOR LIBRARY,935 CUNDY'S HARBOR ROAD,HARPSWELL,4079,CUMBERLAND,CE,816,-69.8931004,43.7914604
ME,BELGRADE PUBLIC LIBRARY,124 DEPOT ROAD,BELGRADE,4917,KENNEBEC,CE,1560,-69.8345042,44.4559376
ME,SOUTH THOMASTON PUBLIC LIBRARY,54 SPRUCE HEAD ROAD,SOUTH THOMASTON,4858,KNOX,CE,1092,-69.1245465,44.0520019
ME,FAYE O`LEARY HAFFORD LIBRARY,1063 ALLAGASH ROAD,ALLAGASH,4774,AROOSTOOK,CE,312,-69.0429377,47.0829102
ME,PALERMO COMMUNITY LIBRARY,2789 ROUTE 3,PALERMO,4354,WALDO,CE,702,-69.394367,44.371544
ME,STOCKTON SPRINGS COMMUNITY LIBRARY,6 STATION STREET,STOCKTON SPRINGS,4981,WALDO,CE,1036,-68.8559046,44.4894662
ME,LOUISE CLEMENTS LIBRARY,2655 CUTLER ROAD,CUTLER,4626,WASHINGTON,CE,1200,-67.2101726,44.6580467
ME,PEMBROKE LIBRARY,221 OLD COUNTY ROAD,PEMBROKE,4666,WASHINGTON,CE,750,-67.1669318,44.9514718
ME,LONG LAKE PUBLIC LIBRARY,384 MAIN STREET,ST. AGATHA,4772,AROOSTOOK,CE,936,-68.3128153,47.2430805
ME,RICHVILLE LIBRARY,743 RICHVILLE ROAD,STANDISH,4084,CUMBERLAND,CE,312,-70.5696243,43.7984359
ME,NEWBURGH COMMUNITY LIBRARY,2220 WESTERN AVENUE,NEWBURGH,4444,PENOBSCOT,CE,208,-68.979814,44.731301
ME,LINCOLNVILLE COMMUNITY LIBRARY,208 MAIN STREET,LINCOLNVILLE,4849,WALDO,CE,624,-69.1049561,44.294292
ME,FRANKLIN LIBRARY,13 MAIN STREET,FRANKLIN,4634,HANCOCK,CE,624,-68.2316954,44.5873763
ME,UNITY PUBLIC LIBRARY,38 SCHOOL STREET,UNITY,4988,WALDO,CE,1008,-69.3361011,44.61145849
ME,WHITEFIELD LIBRARY,1 ARLINGTON LANE,WHITEFIELD,4353,LINCOLN,CE,702,-69.58987485,44.22220806
